fname,dialogue,summary,topic
aug_1843,"#Person1#: 안녕, 제니스. 잘 지내고 있어?
#Person2#: 응, 컴퓨터 회사에 이력서를 보냈고 지금 연락을 기다리고 있어.
#Person1#: 어느 회사에 보냈어?
#Person2#: 파인애플 컴퓨터 회사야. 비서를 구한다고 해서 도전해보려고 해. 너도 취업 정보나 광고 같은 거 받았어?
#Person1#: 응, 나도 몇 개 받았는데 관심은 있어.
#Person1#: 그런데 막상 지원하려면 너무 떨리고 두려울 것 같아.
#Person2#: 응, 나도 처음에는 엄청 긴장했는데, 그냥 '경험이라고 생각하자' 하고 마음 편해졌어.
#Person1#: 만약 면접까지 가면 어떤 질문을 받을지 너무 걱정돼.
#Person2#: 내가 전에 본 회사들은 대부분 '지원 동기'나 '장단점' 같은 기본 질문만 했던 것 같아. 너라면 잘 할 수 있을 거야!
#Person1#: 정말 고마워, 제니스. 너랑 이야기하니 조금 용기가 나.
#Person2#: 우리 둘 다 잘 될 거야! 화이팅~
#Person1#: (웃으며) 그래, 함께 힘 내자!","제니스는 파인애플 컴퓨터 회사에 이력서를 냈고, #Person1#은 취업 정보를 받았지만 두려움을 가지고 있다. 제니스는 #Person1#을 격려한다.",취업 준비
aug_1844,"#Person1#: Tom! 몇 시인 줄 알면서 왜 아직 자고 있어? 벌써 7시야.
#Person2#: 엄마, 조금만 더 자면 안 돼요? 좀 졸려요.
#Person1#: 어제 밤에 뭐 했길래 이렇게 피곤해? 휴대폰 하다 늦게 잔 거 아니야?
#Person2#: 아니에요. 그냥 잠이 안 와서 조금 읽은 거예요.
#Person1#: 빨리 일어나지 않으면 아침도 못 먹고 갈 거야. 아침 7시 30분까지 출발해야 해.
#Person2#: 알겠어요. 지금 일어날게요. 그런데 몇 시까지 가야 해요?
#Person2#: 6시로.
#Person1#: 서둘러, 안 그러면 학교에 늦어. 어디 아프니?
#Person2#: 아니요, 그냥 밤새 깨어 있어서 졸린 거예요.
#Person1#: 아침 준비됐어. 빨리 옷 갈아입고 나와. 아침 먹기 전에 세수하고 양치하는 거 잊지 마.
#Person2#: 네, 지금 갈게요.",엄마가 Tom을 깨우며 서두르지 않으면 학교에 늦을 것이라고 재촉합니다.,아침 준비
aug_1845,"#Person1#: 안녕, Joan. 오늘 왜 늦었어? 너는 절대 일에 늦지 않잖아.
#Person2#: 맞아, 절대 늦지 않지. 그런데...
#Person1#: 와! 코트가 너무 더럽네! 넘어졌어?
#Person2#: 응, 지하철에서 정말 끔찍한 일을 겪었어. 이거 들어봐! 어떤 남자가 나한테 다가와서 칼을 꺼냈어. 나한테 바로 겨누더라고!
#Person1#: 세상에! 괜찮아? 다치지는 않았어?
#Person2#: 아니, 다치지는 않았어, 하지만 내 핸드백을 가져갔어.
#Person1#: 그래서 어떻게 됐어? 어떻게 했어?
#Person1#: 경찰에는 신고했어? 그때 다른 사람들은 뭐 했어?
#Person2#: 한 남자가 갑자기 그 강도를 덮쳤어. 다른 승객들도 같이 도와서 칼을 뺏고 제압했어.
#Person1#: 정말 다행이다! 핸드백은 찾았어?
#Person2#: 네, 강도 잡자마자 돌려받았어. 지갑과 신분증도 모두 안전했고.
#Person1#: 놀라서 힘들었겠다. 경찰 조사도 받아야 하지 않을까?
#Person2#: 응, 경찰서에서 진술서 작성하고 왔어. 증거물로 코트도 제출했고.
#Person1#: 앞으로 조심해야겠다. 지하철 탈 때 더 신경 써야지.
#Person2#: 맞아. 그날 이후로 항상 주변을 살피게 돼. 조심 또 조심해야지.","Joan은 오늘 출근길에 지하철에서 칼을 든 남자에게 강도를 당했으나 다행히 다치지 않았으며, 강도는 다른 승객들의 도움으로 붙잡혀 경찰서로 인도되었다고 #Person1#에게 이야기했다.",지하철 강도 사건
aug_1846,"#Person1#: 선생님이 그런 말을 할 권리는 없었던 것 같아. 반 전체 앞에서 그녀를 비난한 건 잘못이었어.
#Person2#: 농담하는 거지? 선생님은 하고 싶은 말을 다 할 수 있는 권리가 있어. 만약 Myra가 부정행위를 했다면, 그걸 이야기할 권리도 있었다고 봐.
#Person1#: 하지만 방법이 문제였다고 생각해. 사적인 일로 공개적 망신을 주는 건 교육적이지 못해.
#Person2#: 맞아, 그 부분은 선생님도 좀 생각을 해보셨어야 했을 것 같아. 다른 친구들 앞에서 지적하는 건 역효과만 낼 테니까.","#Person1#은 선생님이 학생을 반 전체 앞에서 비난하지 않고 개인적으로 말해야 한다고 생각하며, #Person2#도 이에 동의합니다.",학생 공개 비난
aug_1847,"#Person1#: 학생 비자 연장을 신청하려고 하는데 어떤 절차를 따라야 하나요?
#Person2#: 먼저 온라인 신청서를 작성한 후 필요 서류를 준비해 주세요.
#Person1#: 현재 비자가 다음 주에 만료되는데, 서류 제출 마감일이 언제인지 알 수 있을까요?
#Person2#: 연장 사유는 무엇인가요?
#Person1#: 다음 달 초에 펜실베이니아 대학교에서 석사 학위를 받으면 바로 실습 훈련을 시작할 예정이에요.
#Person2#: 대학에서 온 편지와 본인의 재정 증명서가 필요합니다.",#Person1#은 학생 비자를 연장하기 위해 #Person2#에게 필요 서류를 제출해야 합니다.,비자 연장
aug_1848,"#Person1#: 도와드릴까요?
#Person2#: 네, 오늘이 개학 첫날이에요. 저는 새로 온 학생인데 어디로 가야 하나요?
#Person1#: 그럼요, 우선 모든 신입생들이 9시 15분에 회의실에 모일 거예요. 거기서 교직원 소개를 받을 거예요.
#Person2#: 그건 어디에 있나요?
#Person1#: 잠시 후에 알려드릴게요. 먼저 오늘 아침 일정에 대해 말씀드릴게요.
#Person1#: 9시 15분 회의 후 10시 30분에 영어 레벨 테스트가 진행될 예정이에요.
#Person2#: 시험이라고요? 오늘이 오리엔테이션인데 갑자기요?
#Person1#: 네, 학생별 영어 실력을 확인해 반 배정을 위한 거예요. 걱정 말고 평소대로 보면 돼요.
#Person2#: 아, 그렇군요. 어떤 형식인지 미리 알 수 있을까요?
#Person1#: 간단한 필기와 인터뷰로 1시간 정도 걸려요. 문제 유형은 학교 홈페이지에서 확인 가능해요.
#Person2#: 알겠습니다. 그럼 회의실 위치를 다시 한번 알려주시겠어요?","#Person2#는 새로 등록한 학생입니다. #Person1#은 #Person2#에게 오늘 아침 일정의 세부 사항을 안내합니다. #Person2#는 시험이 있다는 사실에 놀라고, #Person1#은 그 시험이 학생의 영어 수준을 파악해 적합한 반에 배치하기 위한 것이라고 설명합니다.",신입생 오리엔테이션
aug_1849,"#Person1#: 송장은 어떤 종류의 문서인가요?
#Person2#: 판매자가 구매자에게 보내는 문서에요. 여기엔 판매된 상품의 수량, 품질, 가격, 발송 정보, 그리고 결제 조건 같은 내용이 포함돼요.
#Person1#: 외국 송장의 종류는 몇 가지가 있나요?
#Person1#: 외국 송장의 종류는 몇 가지가 있나요?
#Person2#: 크게 3가지 종류가 있어요. 'Proforma Invoice'(견적 송장), 'Commercial Invoice'(상업 송장), 'Consular Invoice'(영사 송장)가 대표적이에요.
#Person1#: 각 송장의 주요 용도는 어떻게 다른가요?
#Person2#: 'Proforma Invoice'는 계약 전 견적용으로, 'Commercial Invoice'는 실제 거래 시 관세 신고에 사용되고, 'Consular Invoice'는 특정 국가에서 거래 증빙을 위해 영사 확인을 요구해요.
#Person1#: 'Commercial Invoice'가 가장 일반적이네요. 다른 특징은 없을까요?
#Person2#: 맞아요. 'Commercial Invoice'는 수출/입 통관 시 필수 문서이며, HS 코드와 원산지 증명 정보를 포함해 세금 계산에 활용돼요. 'Consular Invoice'는 중간 가격 조작 방지를 위해 요구되기도 해요.
#Person1#: 국가별 차이가 있을 것 같아요. 예를 들어 어떤 나라가 'Consular Invoice'를 요구하나요?
#Person2#: 중동 일부 국가나 인도, 파키스탄 등에서 자주 요구해요. 해당 국가의 수입 규정을 미리 확인하는 게 중요하죠.",#Person2#는 #Person1#에게 송장의 정의와 다양한 외국 송장 종류를 설명합니다.,송장의 종류
aug_1850,"#Person1#: 나 지금 화성에 대한 흥미로운 보고서를 읽고 있어.
#Person2#: 어, 뭐라고 써 있어? 화성 지표 아래에 아직 물이 있을 수 있다고 해?
#Person1#: 맞아! 화성 지표 아래에 물이 묻혀 있다는 거야. 얼마나 깊이 있을지가 문제지.
#Person2#: 그럼 화성의 흙이 어떻게 해서든 간단한 식물을 재배할 수 있게 비옥해질 수 있을까?
#Person1#: 흙에 비료가 꽤 많이 필요할 거야. 그리고 자외선 방사선으로부터 보호도 필요하고.
#Person2#: 사실, 우리 학교에서 화성에 착륙해서 오래 머무르는 프로젝트를 하고 있어. NASA에서 화성에 머물 수 있는 이동식 거주 시설 같은 게 있나?
#Person1#: NASA는 '마스 디파트먼트' 같은 이동식 거주 시설을 연구 중이야. 공기, 물, 식량을 자체 생산하는 게 핵심이지.
#Person2#: 와, 그럼 식물 재배도 거기서 가능하겠네! 지구처럼 대기압이 낮은데 어떻게 해결할까?
#Person1#: 지하 거주지나 돔 형태의 압력 유지 공간을 만드는 방법이 있어. 방사선 차단도 동시에 해결할 수 있고.
#Person2#: 화성 토양으로 식물을 키운다면 유전자 조작 작물이 필요할 것 같아. NASA에서 관련 실험 했나?
#Person1#: 실제로 '마스 그린하우스' 프로젝트에서 특수 작물 재배 실험을 진행했어. 소금기 있는 토양에서도 자라는 종류를 개발 중이야.
#Person2#: 생명체 존재 가능성은 어떻게 돼? 미생물이라도 발견하면 거주 계획에 큰 도움이 될 텐데.
#Person1#: 퍼서비어런스 로버가 고대 미생물 흔적을 찾고 있어. 만약 발견되면 생물권이 존재했단 증거니까, 우리 기술에도 큰 영감이 되겠지.","#Person1#과 #Person2#는 화성에서 물의 존재 가능성, 흙의 비옥함, 생명체 존재 가능성, 그리고 화성에서의 인간 거주 가능성에 대해 이야기합니다.",화성 탐사와 인간 거주 가능성
aug_1851,"#Person1#: Monica, 혼자 전등 고칠 수 있지 않을까?
#Person2#: Lucy, 전기 작업은 위험할 수 있어. 안전 매뉴얼 먼저 확인해 봐야 해.
#Person1#: 귀찮게 뭘… 그냥 드라이버로 간단히 조이면 될 것 같은데?
#Person2#: 절대 안 돼! 차라리 전문 수리공을 부르는 게 훨씬 안전해.
#Person1#: 알겠어. 그럼 파쇄기 쓸 때는 다른 주의사항이 있을까?
#Person2#: 다른 회사 규칙들도 신경 써야 해.
#Person2#: 다른 회사 규칙들도 신경 써야 해.
#Person1#: 이 규칙 같은 건가?
#Person2#: 파쇄기를 사용할 때 헐렁한 옷이나 머리를 풀지 말라고.
#Person1#: 응, 말해줘서 고마워.
#Person2#: 천만에.","Lucy는 혼자 전등을 고치고 싶어 하지만, Monica는 안전 매뉴얼을 확인하고 수리공을 부를 것을 제안합니다. 그녀는 또한 다른 안전 규칙들을 언급하며 주의할 것을 권고합니다.",안전 수칙
aug_1852,"#Person1#: 안녕하세요, China 여행사입니다. 성함이 어떻게 되시나요?
#Person2#: 차웨이입니다.
#Person1#: 안녕하세요, 차웨이님. 어떻게 도와드릴까요?
#Person2#: 네, 런던으로 여행 가려고 해요. 5월 1일에 예약해 주셨으면 합니다.
#Person1#: 잠시만요, 차웨이님. 죄송하지만 그날 비행기는 만석이에요. 다음 가능한 비행기는 5월 2일에 있습니다. 오전 9시 30분과 오후 2시에 두 개가 있어요. 둘 다 좌석이 가능합니다.
#Person2#: 좋네요! 가능한 첫 비행기로 하고 싶어요. 이코노미 좌석으로 부탁드려요.
#Person1#: 알겠습니다! 5월 2일 오전 9시 30분 런던행 이코노미 티켓으로 예약해 드리겠습니다. 출발지는 어디로 할까요?
#Person2#: 서울에서 출발해요.
#Person1#: 네, 인천공항 출발 확인했어요. 예약 시 여권 영문 이름을 정확히 알려주셔야 합니다. 어떻게 표기되어 있나요?
#Person2#: 로마자 표기대로 'Chaeway Han' 입니다. 한 글자씩 정확히 적어주세요.
#Person1#: 'Chaeway H'... 'Han'이 맞으신가요? 성(last name)이 'Han'이신가요?
#Person2#: 아, 성이 'Chaeway'이고 이름이 'Han'입니다. 전체를 'Chaeway Han'으로 해주세요.
#Person1#: 알겠습니다. 'Chaeway Han'으로 입력하고 있습니다. 추가로 수하물이 있으신가요?
#Person2#: 기내 가방만 가져갈 거예요. 수하물은 없어요.
#Person1#: 확인됐습니다! 예약이 완료되었으며 예약번호는 CH-2024-LON-0502입니다. 이메일로 예약확인도 발송해 드리겠습니다.",차웨이는 5월 1일 런던행 비행기를 예약하려 했으나 만석이었습니다. #Person1#은 차웨이를 위해 5월 2일 오전 9시 30분 출발하는 편도 이코노미 티켓을 예약했습니다.,항공권 예약
aug_1853,"#Person1#: 안녕하세요, 안나 블랙 씨. 이력서 보니 웨이트리스 경력이 꽤 되네요?
#Person2#: 안녕하세요. 네, 지난 2년간 레스토랑에서 근무했어요.
#Person1#: 주로 어떤 업무를 담당하셨나요?
#Person2#: 주문 받기, 테이블 서비스, 주문 정리 및 결제 처리를 했어요.
#Person1#: 손님 응대나 멀티태스킹 능력은 어떤지 궁금합니다.
#Person2#: 바쁜 시간대에 동시에 여러 테이블을 관리하며 친절한 서비스로 고객 만족도를 유지했어요.
#Person1#: 저희 레스토랑도 피크타임에 효율적인 업무 처리가 중요합니다. 현재 다른 일을 하고 계신가요?
#Person2#: 네, 파트타임으로 웨이트리스 일을 하고 있어요.
#Person1#: 그렇군요. 지금도 일을 하고 있나요?
#Person2#: 네, 프린스 스트리트에 있는 팔래스 레스토랑에서 일하고 있어요.
#Person1#: 거기 좋은 레스토랑이네요. 왜 그만두려고 하세요?
#Person2#: 지금 풀타임으로 일할 수 없어서요. 대학에서 몇 과목을 듣고 있어서 공부에 더 많은 시간이 필요해요.
#Person1#: 그렇군요. 어떤 요일에 가능하세요?
#Person2#: 화요일, 수요일, 일요일은 하루종일 가능합니다.
#Person1#: 유감이지만, 저희가 원하는 요일이 아니네요. 주 후반부에 바쁠 때 도와주실 분을 찾고 있어요. 목요일 오후, 금요일 오후와 저녁 그리고 토요일 하루 종일 필요하거든요. 저희 식당은 일요일은 쉬어요.
#Person2#: 아, 정말 아쉽네요.","안나 블랙 씨는 #Person1#에게 자신의 웨이트리스 경력을 설명하고, 풀타임으로 일할 수 없는 이유를 대학 수업 때문이라고 말합니다. 하지만 그녀의 가능한 근무 요일이 #Person1#의 기대와 맞지 않아 채용되지 않습니다.",구직 면접
aug_1854,"#Person1#: 어서 오세요. 룸서비스 신청이시죠?
#Person2#: 네, 생일 파티 준비로 메인 음식과 디저트를 주문하려구요.
#Person1#: 축하 받으실 분의 인원 수와 특별히 원하시는 메뉴가 있으신가요?
#Person2#: 큰 생일 케이크 한 개랑 여러 종류의 냉채, 페이스트리와 과일을 주문하고 싶어요.
#Person1#: 음료는 어떤 걸로 준비할까요?
#Person2#: 위스키와 브랜디는 있는데 맥주랑 음료수가 좀 필요해요. 그게 다예요.",#Person2#는 룸서비스를 통해 친구의 생일 파티 준비를 요청합니다.,생일 파티 준비
aug_1855,"#Person1#: 면접 어떻게 봤어?
#Person2#: 꽤 잘 본 것 같아. 승진이 될지는 모르겠지만 느낌은 좋아.
#Person1#: 승진하면 직함이 어떻게 바뀌는 거야?
#Person2#: 승진하면 보조 엔지니어 대신에 시니어 엔지니어가 될 거야.
#Person1#: 월급도 올라가?
#Person2#: 책임이 추가되면 월급도 올라가야지.
#Person1#: 그렇지. 면접관이 누구였어?
#Person2#: 내 상사였어.
#Person1#: 무슨 질문 받았어?
#Person2#: 팀으로 일하는 능력과 좋은 상사란 어떤 사람인지에 대해 물어봤어.
#Person1#: 팀워크를 어떻게 강조했어?
#Person2#: 항상 동료들을 배려하며 업무 분배에 신경 썼다고 말했지.
#Person1#: 좋은 상사에 대한 생각은 어떻게 표현했어?
#Person2#: 성별이나 직급 없이 공정하게 대해야 한다고 강조했어.
#Person1#: 상사가 그런 모습을 보여준다고 생각해?
#Person2#: 당연히! 우리 상사는 항상 모두를 공평하게 대하시거든.
#Person1#: 다른 직원들도 그렇게 느끼나?
#Person2#: 응, 다들 상사를 굉장히 존경하고 따르더라.
#Person1#: 면접 분위기가 어땠지?
#Person2#: 편안하게 이야기해 주셔서 긴장이 금방 풀렸어.
#Person1#: 결과에 자신이 있어 보이는데?
#Person2#: 확신이 드는 건 아니지만, 만족스러운 면접이었어.
#Person1#: 시니어 엔지니어로 잘해낼 것 같아!
#Person2#: 고마워. 기회가 온다면 최선을 다할 거야.","#Person2#는 승진 면접에 대해 긍정적인 느낌을 가지고 있다고 #Person1#에게 말합니다. #Person2#의 상사가 #Person2#를 인터뷰했고, #Person2#는 자신이 뛰어난 팀 플레이어이며 좋은 상사는 남녀 직원을 동등하게 대우해야 한다고 언급했습니다. #Person2#는 상사가 직원들을 잘 맞추며 모두를 공평하게 대한다고 생각하고 있으며, 사람들이 상사를 존경한다고 합니다.",승진 면접
aug_1856,"#Person1#: 혹시 도와주실 수 있나요?
#Person2#: 뭐 필요한 거 있으세요?
#Person1#: 제 수업을 찾을 수가 없어요.
#Person2#: 어느 건물에 있나요?
#Person1#: C동에 있어요.
#Person2#: 아, 거기 어디인지 정확히 알아요.
#Person1#: 정말요? 정확한 호수까지 알려주실 수 있나요?
#Person2#: 네, C동 3층에 305호실이에요. 계단으로 올라가면 바로 보여요.
#Person1#: 3층이요? 지도를 보면 엘리베이터가 따로 없는 것 같은데...
#Person2#: 맞아요, 엘리베이터는 2층까지만 가니까 계단을 이용하셔야 해요.
#Person1#: 알겠습니다. 305호실이라면 건물 입구에서 오른쪽에 있나요?
#Person2#: 네, 복도 끝에서 왼쪽 첫 번째 방이에요. 안내판도 잘 되어 있어요.
#Person1#: 정말 감사드려요! 이제 문제없이 찾아갈 수 있을 것 같아요.",#Person2#는 #Person2#의 수업이 있는 건물 근처에 있어서 #Person1#에게 강의실로 가는 길을 안내해 줄 것입니다.,강의실 찾기
aug_1857,"#Person1#: 처음 뵙겠습니다. 지난번 서울에서 열린 마케팅 컨퍼런스 때 뵌 Miller 씨 맞죠?
#Person2#: 아, 정말 오랜만이에요! 그날 Miller 씨의 세션이 인상 깊었어요. 특히 데이터 분석 부분이 도움이 많이 됐습니다.
#Person1#: 이렇게 말씀해 주셔서 고마워요. 저도 다음 달 컨퍼런스에 참석할 예정이에요. 3월 12일 맞죠?
#Person2#: 네, 맞아요. 그리고 올해는 제가 발표를 해야 해요. 이렇게 큰 관중 앞에서 발표하는 건 처음이라 좀 긴장돼요. 그때 뵈어요.
#Person1#: 이렇게 말씀해 주셔서 고마워요. 저도 다음 달 컨퍼런스에 참석할 예정이에요. 3월 12일 맞죠?
#Person2#: 네, 맞아요. 그리고 올해는 제가 발표를 해야 해요. 이렇게 큰 관중 앞에서 발표하는 건 처음이라 좀 긴장돼요. 그때 뵈어요.","Miller는 Laura를 만나 이전 컨퍼런스에서 만났음을 알게 되고, Laura는 Miller의 연설에 감명받았다고 말한다. Miller는 올해 컨퍼런스에 참석할 예정이며, Laura도 발표를 준비하고 있다.",컨퍼런스에서의 만남
aug_1858,"#Person1#: 안녕하세요! 어떤 방으로 예약해 드릴까요? 오션뷰, 싱글, 트윈 등 다양한 옵션이 있습니다.
#Person2#: 싱글룸으로 부탁드려요. 오션뷰가 있는 방이 있을까요?
#Person1#: 네, 오션뷰 싱글룸이 있습니다. 다만 현재 엘리베이터에서 가까운 방들만 남은 상태입니다.
#Person2#: 혹시 엘리베이터 쪽에서 멀리 떨어진 방은 없나요? 소음을 피하고 싶어서요.
#Person1#: 잠깐만 확인해 드리겠습니다. 금요일 체크인 기준으로 가능한지 볼게요.
#Person2#: 네, 금요일 아침부터 일요일 오후까지 묵을 예정이에요.
#Person1#: 확인해 볼게요. 네, 있습니다.
#Person2#: 좋아요. 그걸로 할게요.
#Person1#: 언제 체크인하시나요? 얼마나 머무르실 계획이시죠? 특별히 필요하신 사항 있나요?
#Person2#: 아침 9시에 도착할 것 같고, 일요일 오후 2시에 나갈 예정이에요. 엘리베이터에서 먼 방으로 주세요. 저는 자는 동안 소음을 싫어해요.
#Person1#: 알겠습니다. 문제없습니다.",#Person1#은 #Person2#에게 금요일부터 일요일까지 오션뷰와 엘리베이터에서 멀리 떨어진 싱글룸을 예약해 줍니다.,호텔 방 예약
aug_1859,"#Person1#: 안내원입니다. 무엇을 도와드릴까요?
#Person2#: 여보세요. 호주로 전화 좀 하고 싶어요.
#Person1#: 직접 거실 수 있어요.
#Person2#: 아, 그래요?
#Person1#: 네, 가능합니다.
#Person2#: 국제 연결 정보와 호주 국가 번호 좀 알려주시겠어요?
#Person1#: 네, 호주 국가는 61번이에요. 그리고 시티 코드와 번호를 누르시면 돼요. 시작은 국제 코드인 00으로 하세요.
#Person2#: 특가 요금은 언제 적용되나요?
#Person1#: 특가 요금은 저녁 6시부터 아침 8시까지 적용됩니다.
#Person2#: 그렇군요. 그럼 지금 전화하면 특가 요금이 안 되는 거죠?
#Person1#: 네, 현재 시간은 오후 3시 10분입니다. 특가 요금이 아닌 일반 요금이 부과됩니다.
#Person2#: 알겠습니다. 그럼 통화 요금을 방으로 청구해 주실 수 있나요?
#Person1#: 네, 가능합니다. 체크아웃 시 룸 차지로 합산됩니다.
#Person2#: 감사합니다. 거실 전화로 호주 시드니에 걸게요. 시티 코드는 어떻게 되나요?
#Person1#: 시드니 시티 코드는 2번입니다. 번호 입력 후 통화 버튼을 눌러주세요.
#Person2#: 네, 확인했어요. 감사합니다.
#Person1#: 추가로 궁금하신 점 있으면 연락주세요. 즐거운 통화 되세요!","Mr. Ma는 안내원에게 호주로 전화하고 싶다고 요청했고, 안내원은 직접 거실 수 있으며 특가 요금은 저녁 6시부터 아침 8시까지 적용된다고 설명했습니다. Mr. Ma는 통화 요금을 방으로 청구해달라고 요청했습니다.",국제 전화 요청
aug_1860,"#Person1#: 안녕하세요? 어제 인터뷰 진행해 주신 김민수 부장님이신가요?
#Person2#: 네 맞습니다. 안녕하세요.
#Person1#: 어제 바쁘신 와중에 인터뷰 기회 주셔서 정말 감사했습니다.
#Person2#: 아니에요, 오히려 저희가 감사하지요. 인터뷰 잘 마쳤나요?
#Person2#: 아니요, 아무것도 없습니다. 다시 전화 주셔서 고맙습니다.
#Person1#: 감사합니다. 질문 있으시면 언제든지 전화 주세요.
#Person2#: 네, 그럴게요.
#Person2#: 아니요, 아무것도 없습니다. 다시 전화 주셔서 고맙습니다.
#Person1#: 감사합니다. 질문 있으시면 언제든지 전화 주세요.
#Person2#: 네, 그럴게요.",#Person1#은 어제 인터뷰에 대한 감사 인사를 전하기 위해 #Person2#에게 전화합니다.,감사 전화
aug_1861,"#Person1#: 오늘 저녁 먹고 나서 주방 상태가 엉망이네. 설거지 좀 도와줄 수 있을까?
#Person2#: 당연하지! 내가 접시 말릴게. 너는 가스레인지 닦아주면 될 것 같아.
#Person1#: 고마워. 근데 식기 건조대에 공간이 부족할지도 모르겠다.
#Person2#: 괜찮아요. 일단 큰 그릇부터 올리고 작은 건 선반에 놓을게요.
#Person1#: 그러면 조리대는 내가 닦을 테니 접시 정리하는 건 네가 해줘.
#Person2#: 알겠어. 아, 그러고 보니 이 행주들 상태가 안 좋네. 새 걸로 바꿔야 할 것 같아.
#Person2#: 네가 가스를 닦을 동안 나는 조리대를 닦을게. 아참, 고기 정말 맛있었어.
#Person1#: 사실 어제 남은 음식이야. 혼자 먹기엔 너무 많이 만들어서. 와줘서 도와줘서 고마워.
#Person2#: 내가 기쁘지! 이 행주 좀 낡았네. 다른 거 있어?
#Person1#: 응, 저 서랍에 있어. 낡은 건 버려야겠어.
#Person2#: 그냥 둬. 자전거 닦는 걸레로 사용하면 돼.",#Person1#이 #Person2#에게 설거지를 말리는 것을 도와달라고 요청했다. #Person2#는 조리대를 닦고 접시와 식기를 정리하기도 한다. #Person2#는 낡은 행주를 자전거 닦는 용도로 쓰라고 조언한다.,주방 청소 도움 요청
aug_1862,"#Person1#: Sam, 이번 여름에 계획 좀 세워봤어? 호수 가는 건 아직 생각 중이야?
#Person2#: 네, 친구들과 호수에서 일주일 정도 머물 계획이에요. 수영도 하고 캠프파이어도 할 거예요!
#Person1#: 좋은 생각이네. 그런데 여행 경비는 어떻게 마련하려고? 조금 일찍 준비해야 할 것 같은데.
#Person1#: 그런데 호수에 가려면 돈은 어떻게 마련할 건데? 이제 네가 어리지 않으니 우리가 계속 용돈 줄 순 없어. 대학도 요즘엔 너무 비싸니까 지금부터 돈을 모으기 시작해야 해. 대학도 이제 3년밖에 안 남았잖아.
#Person2#: 알겠어, 이번 주말에 일자리 찾아볼게. 알바 지원서 작성 좀 도와줄래?
#Person1#: 물론이지. Walnut Street에 있는 슈퍼마켓에 가서 지원서를 받아봐. Ms. Jacobs가 이번 여름에 학생들 고용할 거래.",Sam의 어머니는 Sam에게 여름 아르바이트를 시작하여 돈을 모으라고 요청한다. Sam은 타협하여 어머니에게 알바 지원서 작성에 도움을 받기로 한다.,여름 아르바이트
aug_1863,"#Person1#: 어디 가는 중이야?
#Person2#: 응, 백화점에 가려고. 새 집에 필요한 가구를 좀 사야 해.
#Person1#: 진짜? 오늘은 6시 전에 가야 해. 오늘 일찍 문 닫아.
#Person2#: 그래, 정보 고마워.
#Person1#: 아, 그리고 배달 서비스도 확인했어? 요즘엔 대부분 무료 배달인 것 같던데.
#Person2#: 아직 안 물어봤어. 백화점 홈페이지에 메뉴판이 있나?
#Person1#: 모바일 앱에서 실시간 배송 조회 가능하다고 했어. 매장 직원에게 문의해도 알려주고.
#Person2#: 좋겠다. 조립 서비스는 별도 비용이 들지 않을까?
#Person1#: 보통 기본 가구 조립은 무료라고 들었어. 대형 제품은 유료일 수도 있으니까 확인해 봐야 할 듯.",#Person2#는 필요한 가구를 사기 위해 백화점에 갑니다. #Person1#은 백화점의 폐점 시간과 배달 서비스에 대해 알려줍니다.,가구 구매
aug_1864,"#Person1#: 줄이 너무 기네.
#Person2#: 맞아. 우리가 기다리기 시작한 게 7시 15분이었어. 벌써 30분이나 기다리고 있네.
#Person1#: 아마 철저하게 검사하느라 그런가 보네.
#Person2#: 뭘 검사하는 건데?
#Person1#: 사람들이 무기를 가지고 있지 않은지 확인해야 되잖아.
#Person2#: 그거 하나만 검사해서 다행이네. 아니면 더 길어질 거야.
#Person1#: 그런데 요즘은 마약 검사도 많이 한다고 들었어.
#Person2#: 진짜? 무기뿐 아니라 마약까지 검사하면 시간이 더 걸리겠다.
#Person1#: 맞아. 특히 큰 행사 때마다 철저히 한다고 하더라.
#Person2#: 그럴 만도 하지. 요즘 관련 사고가 많아서 걱정이니까.
#Person1#: 그래도 안전을 위해 어쩔 수 없는 부분이야.
#Person2#: 그래도 조금 빨리 끝나면 좋겠다. 다리가 아파.","#Person1#과 #Person2#는 긴 줄에서 기다리고 있으며, 경찰이 무기와 마약을 철저하게 검사하기 때문에 대기 시간이 길어지고 있음을 논의합니다.",경찰 검사 대기
