fname,dialogue,summary,topic
train_1320_aug,"#Person1#: Kate, 오늘 뭐 하고 싶어? 영화 자주 보러 가니?#Person2#: 그럼, 나는 자주 영화 보러.#Person1#: ' 베이징의 여름 ' 이라는 영화가 있어.#Person2#: 그 영화 좋다고 들었어.#Person1#: 몇 시에 시작하는지.#Person2#: 보자.#Person1#: 여기 있네. 8시에.#Person2#: . 정말 기대된다.","#Person1#이 Kate에게 오늘 저녁 영화 보러 가자고 제안하고, Kate가 동의합니다.",영화 관람 초대
train_1321_aug,"#Person1#: 여기야, 라이언! 여기가 우리가 축하할!#Person2#: 여기가 바로 노래방 궁전이네! 플래티넘 카드를 가져오길 잘한 같아.#Person1#: 필요 없을 거야. 내 신랑 스탠리가 모두를 대접할 거야!#Person2#: 스탠리는 어디 있어? 노래방에서 총각파티 하자고 사람이 스탠리였잖아?#Person1#: 스탠리가 결정했다면 결혼식도 노래방에서 할 거야! 부르는 걸 엄청 좋아하거든.#Person2#: 그럼 노래 잘!#Person1#: 음, 그건 직접 봐. 조금 있다가 올 거야. 여기가 우리의 방이야!",#Person1#는 라이언에게 스탠리가 노래방 궁전에서 모두 대접할 것이라고 설명합니다.,노래방 파티
train_1322_aug,"#Person1#: 저기요, 여기 섬유 회사 맞나요?#Person2#: 네, 도와드릴까요?#Person1#: 저는 CTC 무역 회사에서 왔습니다. 이것이 명함입니다.#Person2#: 저희 회사에 오신 것을 환영합니다. 저는 수출업무를 담당하고.#Person1#: 여기서 만나 뵙게 되어 반갑습니다. 성함이 어떻게?#Person2#: 저는 인희입니다. 앉으세요.#Person1#: 감사합니다, 인희 씨. 저희 회사와 관계를 맺을 가능성에 대해 논의하고자 합니다.#Person2#: 정말 기쁩니다. 홀에 전시된 보셨나요?#Person1#: 네, 어제 둘러봤습니다. 다 가지고 싶던데요. 사양과 가격표를 받을 수 있을까요?#Person2#: 네, 물론이죠. 견적 요청을 해주시면 확정된 제안을 드릴 있습니다.#Person1#: 감사합니다.",#Person1#은 인희 씨와 그녀의 회사와의 사업 관계를 맺는 가능성에 대해 논의하기 위해 방문했습니다. 인희 씨는 #Person1#에게 요청한 대로 사양과 함께 가격표를 제공합니다.,사업 협상
train_1323_aug,"#Person1#: Linda, 나 다음 주에 John이랑.#Person2#: ? 축하해!#Person1#: 고마워. 너가 우리 결혼식에 와 줄 있으면 좋겠어.#Person2#: 나도 가고 싶어. 언제야?#Person1#: 1일이야.#Person2#: 무슨?#Person1#: . 시간 괜찮아?#Person2#: 응, 당연하지. 결혼식은 몇 시에?#Person1#: 아침 정각이야.#Person2#: 좋아! 기대할게. John에게도 안부 전해줘. 행운을 빌어!#Person1#: .",#Person1#은 5월 1일 토요일에 John과의 결혼식에 Linda를 초대한다.,결혼식 초대
train_1324_aug,"#Person1#: 도와드릴까요?#Person2#: 좀 생겼어요.#Person1#: 문제인가요?#Person2#: 제가 수수료를 한다고 하는데, 은행 명세서를 받은 적이 없어요.#Person1#: 정말.#Person2#: 수수료가 올랐는데, 있다는 사실조차 몰랐어요.#Person1#: 무슨 문제인지.#Person2#: 그 어떻게 해결해 주실 건가요?#Person1#: 없애드리겠습니다.#Person2#: 그럼 수수료를 안 내도 되는?#Person1#: 처음 수수료만 내시면.#Person2#: 괜찮아요. 도와주셔서.",#Person2#는 수수료가 발생했으나 은행 명세서를 받지 못한 상황입니다. #Person1#은 추가된 수수료를 취소해 주기로 했습니다.,수수료 문제 해결
train_1325_aug,"#Person1#: . 무엇을 도와드릴까요?#Person2#: 미국식 아침식사를 원해요. 프라이, 한 면만 익혀 주세요.#Person1#: 어떤 주스를, 손님?#Person2#: 주스요. 그리고 커피는 진하게 만들어 주세요.#Person1#: 네, 손님. 미국식 아침식사, 한 면만 익힌 달걀 프라이, 자몽 주스와 커피 맞으신가요?#Person2#: 네,.#Person1#: 다른 건 더 필요, 손님?#Person2#: 아니요, 그게.#Person1#: 안녕하세요, 손님. 주문하신 아침식사 가지고.#Person2#: 테이블에 주세요.#Person1#: 게 필요하신가요, 손님?#Person2#: 아니요, 고마워요. 아, 맞다! 미니바에 넣을 주스 좀 주실 수 있나요?#Person1#: 주스를 원하시나요, 손님?#Person2#: 토마토, 오렌지, 사과.#Person1#: , 바로 가져다 드리겠습니다. 이 명세서에 서명해 주시겠어요? 감사합니다, 손님.","#Person2#가 #Person1#의 도움을 받아 미국식 아침식사로 달걀 프라이, 자몽 주스, 커피를 주문한 후, 아침식사가 제공된 뒤 미니바에 넣을 토마토, 오렌지, 사과 주스를 추가로 주문합니다.",아침식사 주문
train_1326_aug,"#Person1#: 노트 좀 받아갈게.#Person2#: 그래, 날 수업에 안 왔었어?#Person1#: 못.#Person2#: ?#Person1#: 몸이 좋았어.#Person2#: 여기.#Person1#: 고마워. 다야?#Person2#: 아니, 이게.#Person1#: 정말.#Person2#: 별거.",#Person1#은 지난주 수업에 결석하여 #Person2#에게 노트를 요청하고 받는다.,수업 노트 요청
train_1327_aug,"#Person1#: 식당에서 계산서 때 어떻게 하세요?#Person2#: 그냥 종업원과 눈 마주치고 고개 끄덕여요. 테이블로 얘기하죠. 왜 물어보세요?#Person1#: 어젯밤 좋은 레스토랑에 갔는데, 사람들이 큰 소리로 계산서 요청하더라고요.#Person2#: 그런 좀 예의 없어 보여요.#Person1#: 저도 생각해요. 그래서 당신 의견이 궁금해서요. 어쨌든, 어제 저녁에 뭐 했어요?#Person2#: 날씨도 걸어 보고 싶어서 운하를 따라 걸었어요. Bill도 봤어요.#Person1#: ? 요즘 어떻게 지내요?#Person2#: 괜찮아 보였어요. 운하 반대편에 있어서 그냥 흔들었어요.#Person1#: 가구 좀 옮겨야 하는데 도와줄 있어요?#Person2#: 물론이죠. 옮길까요?#Person1#: 소파부터 옮겨요. 저쪽 끝쪽 잡아줄래요? 이쪽 들어 올릴게요. 옆으로 옮기고 싶어요.","#Person1#과 #Person2#는 식당에서 계산서를 요청하는 방법에 관해 이야기합니다. #Person2#는 어젯밤 산책했다고 말하며, #Person1#은 가구 옮기는 일을 요청합니다.",일상 대화
train_1328_aug,#Person1#: 나 여기 7시 기다렸어. 대체 어디 있었던 거야?#Person2#: 정말 미안해. 어쩔 수가 없었어.#Person1#: 미안하단 말 참 쉽게.#Person2#: 한번만 기회를 줘봐. 내가 설명할 수.,#Person1#은 #Person2#의 지각에 화가 났다.,지각 문제
train_1329_aug,"#Person1#: 가족이 명이에요?#Person2#: 알다시피 중국은 한 자녀 정책이 있잖아요. 그래서, 딸, 그리고 저 이렇게 셋이에요. 당신은요?#Person1#: 저희는 딸 하나랑 하나 있어요. 그리고 남편과 저요. 부모님은요? 같이 사세요?#Person2#: 이제는 아니에요. 지금은 오빠랑 있어요. 당신은요?#Person1#: 제 부모님은 지금 따로 사세요. 나중에 더 나이가 드시면 요양원에 가실 있을 같아요. 형제는 한 명이에요?#Person2#: 아니요, 형이 두 명 여동생이 하나 있어요. 당신은요?#Person1#: 저도 대가족이에요. 형 한 여동생 세 명 있어요.#Person2#: 결혼한 지 얼마나?#Person1#: 한 7년 됐어요. 당신은요?#Person2#: 저희는 한 5년 정도 됐어요. 이혼에 대해 생각해요?#Person1#: 점점 흔해지고 있는 것. 하지만 저는 절대 이혼하고 싶지 않아요! 당신은요?#Person2#: 만약에 남편이 피우거나 나쁘게 대하면 이혼할 거예요.#Person1#: 그런 일이 생기면, 형이랑 결혼해서 시누이 될 수도 있겠네요!#Person2#: 하하, 재밌네요. 기억해둘게요, 하지만 남편한테는 해주세요.#Person1#: !",#Person1#과 #Person2#은 각자의 가족 구성원 수에 대해 이야기하고 결혼 생활에 대한 의견을 나눕니다.,가족과 결혼 생활
train_1330_aug,"#Person1#: 어떻게 주문해야 할까요?#Person2#: 필요한 것들을 이 양식에 적어주세요. 필요한 게 뭐예요?#Person1#: 게 많은데요.#Person2#: 몇 가지는 바로 드릴 수 있지만, 일부는 주문해야 할 있어요.#Person1#: 며칠 정도 수 있어요.#Person2#: 용품들에 할당된 예산이 있는지 확인하세요. 사무용품 예산이 얼마나 되나요?#Person1#: 용품에 쓸 많진 않은 것 같은데, 조금은 있어요.#Person2#: 직접 가지러 오실, 아니면 배달해 드릴까요?#Person1#: 아직 않아요.#Person2#: 요청 양식을 다 작성하시면, 주문하고 용품이 도착하면 알려드릴게요. 좋은 되세요!#Person1#: 네, 계세요!","#Person2#는 #Person1#에게 사무용품 주문을 위해 요청 양식을 작성하고, 이 용품들에 할당된 예산이 충분한지 확인하라고 제안합니다.",사무용품 주문
train_1331_aug,"#Person1#: 너 회의에 안 왔더라. 무슨 일 있었어?#Person2#: 아, 이제 막 왔어. 어제 야근했거든. 통계랑 몇 가지 중요한 문서들이 좀 이상하게 두 번 확인하느라 있었어. 사장님도 내가 어제 많이 늦었다는 걸 아셔서, 퇴근하시기 전에 오늘 한 시간 늦게 와도 된다고 하셨어.#Person1#: 많이 피곤해 보이네. 몇 시에 나갔어?#Person2#: 새벽 1시 반쯤에 나갔어. 숫자들이 자꾸 3시까지는 잠이 안 오더라고. 계속 생각이 끊이질 않았어.#Person1#: 긴장된 저녁 일 후엔 그게 정상이지. 야근하는 건 나도 항상 즐거운 건 아니야. 한번은, 주말 포함해서 일주일 야근한 적이. 그때 완전 리듬이 깨져서 나중에 좀 아팠어.#Person2#: 주말에 일하는 건 정말 제일 싫어.#Person1#: 근데 시키면 어쩔 수 없잖아.",#Person2#는 전날 밤 통계의 정확성을 확인하기 위해 야근해서 오늘 아침 회의에 참석하지 못했다고 #Person1#에게 설명합니다. 사장의 허락으로 #Person2#는 한 시간 늦게 출근할 수 있었습니다. 이후 #Person1#과 #Person2#는 야근에 대한 경험을 공유합니다.,야근
train_1332_aug,"#Person1#: 안녕하세요, 윌슨.#Person2#: 안녕하세요, 브라운입니다. 토마스 씨와 가능할까요?#Person1#: 죄송하지만, 토마스 씨는 몇 전에 떠나셨습니다.#Person2#: 지난 10분 동안 통화하려 했는데, 통화 중이더군요. 곧 돌아오시나요?#Person1#: 죄송하지만, 오늘 하루 안 계십니다.#Person2#: 다른 방법으로 연락할 수 있을까요?#Person1#: 죄송하지만, 출장을 가셔서 연락이. 메시지를 남겨 드릴까요?#Person2#: 내일 오전 10시에 그분과 비즈니스 미팅이 있는데, 참가가 어려울 것 같습니다.#Person1#: 다른 일정으로 드릴까요?#Person2#: 유감스럽게도, 예상치 못하게 여기서 떠나야 해서 며칠간 자리를 비우게 될 것.#Person1#: 알겠습니다. 토마스 씨에게 것 전해드릴게요.#Person2#: .",브라운은 토마스 씨와 통화하려 했으나 토마스 씨는 부재 중이다. 브라운은 그와의 비즈니스 미팅에 참가할 수 없음을 알리고 일정을 취소해달라고 요청한다.,전화 통화 시도 및 일정 조정
train_1333_aug,"#Person1#: 안녕하세요,?#Person2#: 체크아웃하고 싶어요. 계산서 주시겠어요?#Person1#: 물론이죠. 방 이름 좀 알려주시겠어요?#Person2#: 우리는 204호부터 210호까지입니다. 제니고, 그룹의 가이드예요. 제 방은 205호입니다.#Person1#: 잠시만요, 제니 씨. 곧 계산서.#Person2#: 네, 그런데 저희 좀 급해요. 시내에 가고 싶어요.#Person1#: 기다리시게 해서. 잠시만 기다려 주세요. 총 금액은 3, 107달러입니다.",투어 가이드 제니가 호텔에서 여러 개의 방을 체크아웃하며 #Person1#의 도움으로 계산서를 요청합니다.,호텔 체크아웃
train_1334_aug,"#Person1#: 실례합니다, 혹시 호주에서 오신 씨 맞으신가요?#Person2#: 네,.#Person1#: 안녕하세요, Robertson 씨? 베이징에 걸 환영합니다!#Person2#: ?#Person1#: 전.#Person2#: 아, 반갑습니다, Lily 씨.#Person1#: 저도 만나서 반가워요. 이쪽으로 오세요. 저희 차가 저기에 있어요. 짐은 트렁크에 돼요.#Person2#: .#Person1#: 베이징은?#Person2#: 중국에는 와봤어요. 아름다운 나라를 방문하는 것이 계속 소원이었거든요.#Person1#: 베이징에는 얼마나 계획이세요?#Person2#: 5일요. 그 후에는 시안으로 비행기를 타야 해요. 홍콩에서는 아내가 기다리고 있을 거예요. 가기 전에 Guilin에 먼저 들를 예정이에요.#Person1#: 그거 생각이네요. 그럼, Robertson 씨는 호주가 원래 고향이신가요?#Person2#: 아니요, 런던.#Person1#: 말씀 잘 알아듣겠더라고요.#Person2#: 네, 약간의 호주 억양이 있는 영국 영어를 해요.#Person1#: 호주 영어를 호주 친구들은 잘 못 알아듣겠더라고요.#Person2#: 그래요? 우리가 사람이라서 말이 좀 빠른 것 같아요.","Lily는 베이징에 처음 방문한 Robertson 씨를 맞이하며 그의 여행 계획을 듣고, 함께 호주 억양에 대해 이야기합니다.",베이징 방문객 환영
train_1335_aug,"#Person1#: 너 겨울 휴가 언제?#Person2#: 보통 1월 둘째 셋째 주에 써.#Person1#: 타는 거 좋아해?#Person2#: 응, 스키 타는 거 진짜.#Person1#: 가?#Person2#: 산에 있는 가.#Person1#: 멀어?#Person2#: 한 100마일 정도.#Person1#: ?#Person2#: 어, 엄청 추워. 눈도 많이.#Person1#: 가?#Person2#: 보통 몇 명이랑 같이 가. 주말에 너도 같이 갈래?#Person1#: 아니, 난 안 갈래. 추운 날씨.#Person2#: 난 진짜 좋아해. 눈이 너무!","#Person2#는 겨울 휴가 동안 친구들과 함께 산에서 스키를 타는 것을 좋아합니다. #Person2#는 이번 주말에 #Person1#을 초대하지만, #Person1#은 추운 날씨를 좋아하지 않습니다.",겨울 스키 여행
train_1336_aug,"#Person1#: 안녕하세요, Mr..#Person2#: 안녕하세요, Mrs. Jones. 들어와서 앉으세요. 무슨?#Person1#: 치통이.#Person2#: 자주 그런 있으세요?#Person1#: 아니요, 심한 적은 없었어요.#Person2#: 언제?#Person1#: 시간 전에요.#Person2#: 그러니까 시에 시작됐다는 말씀이신가요?#Person1#: , 점심을 먹자마자 시작됐어요.#Person2#: 그러면 이틀 동안 우유, 수프를 드시면, 나아질 겁니다.#Person1#: 약 좀 주실 수 있나요? 정말.#Person2#: 네, 알약을 드릴게요. 하루 번, 한 알씩 드시고, 3일 오세요. 필요하면 이를 뽑겠습니다.",Mrs. Jones는 치통을 호소하고 Mr. Jackson은 치료 방법을 조언하며 약을 처방합니다.,치과 진료
train_1337_aug,"#Person1#: 나 요즘 잠을 잘 못 자겠어. 항상 피곤하고 졸려. 뭔가 세워야겠어.#Person2#: 정말. 그래서 어떻게 할 계획이야?#Person1#: 기숙사를 나와서 작은 빌리려고 해.#Person2#: 좋은 생각이야. 그러면 더 편안하게 수 있을 거야.#Person1#: 근데 네가 좀 도와줘야 할 것.#Person2#: 도와줄까? 같이 살 사람을 찾는 거야?#Person1#: 응,.#Person2#: 오늘 밤에 생각해 보고, 내일. 알겠지?",#Person1#은 불면증으로 인해 피곤함을 느끼고 기숙사를 나와 작은 집을 빌리려고 합니다. 이에 대해 #Person2#에게 함께 살기를 제안합니다.,주거 문제 해결
train_1338_aug,"#Person1#: 냉장고를 사고 싶은데, 하이어 제품의 어떤가요?#Person2#: 정말 추천드려요. 국제적인 기업이라서 고품질 만들어요.#Person1#: 어떻게 되나요?#Person2#: 네, 모든 제품에 있습니다.#Person1#: 얼마나 되죠?#Person2#: 1년 보증이 제공됩니다.#Person1#: 가장 많이 팔린 모델은 무엇인가요?#Person2#: 모델입니다. 마음에 드세요?#Person1#: 저한테는 너무. 다른 모델 추천해 주실 수 있나요?#Person2#: 물론이죠, 이쪽으로.",#Person1#은 냉장고를 구매하려고 하며 하이어 제품에 대해 문의합니다. #Person2#는 추천하면서 보증기간 등 상세 정보를 제공합니다.,냉장고 구매 상담
train_1339_aug,"#Person1#: 무슨 일이야? 우울해 보여.#Person2#: 관계에 문제가 있어.#Person1#: ' 우리 ' 무슨 뜻이야?#Person2#: 결혼하기 서로 이야기를 많이 했잖아. 기억나?#Person1#: 무슨? 지금도 이야기하고 있잖아.#Person2#: , 그런데 그때는 정말 많이 대화했었잖아.#Person1#: 응, 기억하지. 그런데 그때는 싸우지 않았어. 네가 나한테 멋지다고 생각했잖아. 어디 거야?#Person2#: 부모님하고 다시 살기로 했어. 결혼 전 내가 했던 일이야. 기억나?",#Person2#가 #Person1#과의 결혼 생활에 문제가 생겨 부모님과 함께 살기로 결심합니다.,부부 관계 문제
train_1340_aug,"#Person1#: 제인, 안녕? 진짜 멋져 보여.#Person2#: 너도. 살 좀 빠진 것 같은데?#Person1#: 응, 4킬로 정도. 네가 알아차리니까 기쁘다.#Person2#: 무슨 이상한 건 아니지?#Person1#: 아니, 그냥 식습관 바꿨어. 잡힌 식단 먹고 예전보다 덜 먹으려고 하고 있어.#Person2#: 잘하고 계속 그렇게 해.","#Person1#가 제인이 자신의 체중 감량을 알아차린 것에 대해 기뻐하며, 그는 식습관을 바꿔 4킬로그램을 감량했다고 설명합니다.",체중 감량
train_1341_aug,"#Person1#: 소피, 먹으러 갈래?#Person2#: 아니, 블랙. 나는 지금 기다리고 있어.#Person1#: 그래서 나는 온라인 쇼핑을 안 좋아해. 그냥 가서 사는 더 빨라. 너 여기서 하루 종일 기다려야 하잖아. 엄마 안 계셔?#Person2#: 아니, 엄마는 가셨어.#Person1#: 택배 추적 앱 깔고, 알림 오면 잠깐 오면 되지 않아?#Person2#: , 참견쟁이. 잠깐 놔두면 누가 훔쳐갈 수도 있잖아.#Person1#: 세상에! 그냥 나랑 피자 먹기 싫은 거 아니야?#Person2#: 그런 게. 진짜로 택배 기다리려고 집에 있는 거야. 피자 배달 시키는 건 어때?#Person1#: 그러자. 또 기다려야.","블랙은 소피와 함께 피자를 먹으러 가자고 하지만, 소피는 택배를 기다리고 있어 못 간다고 한다. 결국 그들은 피자를 배달 시키기로 한다.",택배 대기
train_1342_aug,"#Person1#: 기분이 좋아 보이네. 무슨 일 있어?#Person2#: 아, 건 없어. 그냥 이것저것 생각이 많아서 그래.#Person1#: 때문이야?#Person2#: 생각이. 매일 아침 같은 기차 타고, 하루 종일 같은 사무실에 앉아 있고, 같은 TV 프로그램 보고.#Person1#: 휴가가 필요해.#Person2#: 예전엔 이렇지 않았잖아, 너도.#Person1#: 말이야?#Person2#: 그러니까, 우리 할아버지 세대는 재미있게 살지 않았어? 그 사람들은 사냥하고, 직접 채소도 키우고, 모든 걸 스스로. 우리는 그냥 같은 일을 몇 년이고 반복하고, 삶에 다양성이 없잖아.#Person1#: 필요한 건 휴가야. 그게 문제인 것 같아.",#Person2#는 반복적인 일상에 대해 회의감을 느끼며 #Person1#은 #Person2#에게 휴가를 제안합니다.,일상 생활의 권태
train_1343_aug,"#Person1#: 저기요, 여기서 담배 피우지 말아주실래요? 제가 임신.#Person2#: , 물론이죠, 죄송합니다. 사실 저도 담배 싫어해요. 그런데 끊지를 못하네요.#Person1#: 끊기 어렵다는 알아요. 하지만 제 친구들 중에 많은 사람들이 끊었어요.#Person2#: ? 그분들은 어떻게 끊었대요?#Person1#: 가족을 위해서 끊었다고. 결혼하고 나서 담배를 끊기로 했대요.#Person2#: 결혼하셨어요?#Person1#: , 전 22살이에요.#Person2#: 그럼 시작한 지 꽤 됐네요.#Person1#: 네, 5년 전에 시작했어요. 아버지를 따라한 건데, 지금은 그게 걸 알아요. 근데 너무 늦었어요.#Person2#: 아직 늦지 않았어요. 정말 한다면 가능할 거예요.#Person1#: .#Person2#: 그럼, 아버지는 아직도 피우세요?#Person1#: , 후두암 걸린 이후로는 끊으셨어요. 그 소식 들었을 때 정말 무서웠어요.#Person2#: 정말 해로워요. 빨리 끊을수록 좋죠.#Person1#: 맞아요. 아무튼, 노력해볼게요.","임신 중인 #Person1#은 #Person2#에게 담배를 피우지 말라고 요청합니다. #Person2#는 금연이 어렵다고 말하며, #Person1#은 가족을 위해 금연한 친구들 이야기를 공유합니다.",금연 요청
train_1344_aug,"#Person1#: 학교 이메일 시스템에 접속하는 데 문제가 있어. 암호가 틀렸다고 그러네.#Person2#: 음, 마지막으로 확인한 게 언제야?#Person1#: 글쎄! 지난주 어딘가, 월요일이었을 거야.#Person2#: 계속 있으면 학교 IT 센터에 가봐. 거기서 보여주면 새로운 암호를 줄 거야. 새로운 암호로 로그인할 수 있을 거야.#Person1#: 근데 IT 어디에 있어?#Person2#: 아, 그곳은 Frost Wu 뒤에 있는 둥근 건물 있어. 저기 보여?#Person1#: , 고마워.#Person2#: 천만에. 그런데 센터는 지금 열려 있지. 매주 화요일 오후에는 닫아. 내일 가는 게 좋을 거야.","#Person1#는 학교 이메일 시스템에 로그인할 수 없고, #Person2#는 IT 센터에 가서 도움을 받으라고 제안합니다.",이메일 시스템 문제
train_1345_aug,"#Person1#: 나만 그런 모르겠는데, 이 발표자가 너무 이해하기 힘든 것 같아.#Person2#: 맞아. 나라에서 온 발표자들처럼 발음이 것도 아닌데, 그냥 너무 조용하게 말하는 것 같아. 마이크 소리를 좀 키워달라고 부탁해도 될까?#Person1#: 착용하지 않거나 꺼놓은 것 같아.#Person2#: 믿을 없어, 여기 400명은 있을 텐데.#Person1#: 이 회의, 완전히 시간 같아. 그냥 나가서 다른 강의를 듣는 게 나을지도 모르겠어.#Person2#: 난 그렇게 못 해. 이 연설 들으려고 온 거라서. 그냥 끝나고 가서 몇 가지 질문을 해.#Person1#: 좋은 생각이야. 나도 같이 될까? 이렇게 해야 이 한 시간을 보낼 의미가 있을 것 같아.#Person2#: .","#Person1#과 #Person2#는 발표자가 너무 조용하게 말해 이해하기 어렵다고 느낍니다. #Person1#은 회의를 떠나고 싶어하지만, #Person2#와 함께 남아서 발표가 끝난 후 질문을 하기로 합니다.",발표 이해 어려움
train_1346_aug,"#Person1#: Jeff, 주말 어땠어?#Person2#: 좋았어, . 너는 어땠어?#Person1#: 우리 엄마 생일이 토요일이어서 정말 즐거운 시간을 보냈어. 집에서 저녁 먹고 나서 영화를 봤는데 거의 70년 영화라서 좀 지루할 줄 알았거든. 그런데 생각보다 정말 최고였어! 스크린에서 눈을 뗄 수가 없었어. 웃고, 울고, 화도 나고 그랬어.#Person2#: 와우, 나도 싶다.#Person1#: 또 보고 싶어 죽겠어. 좋은 생각이 났어, 우리 파티 열어서 같이 그 영화 보자.#Person2#: 그거 좋은 생각이야. 괜찮으면 친구들 좀 데리고 와도?#Person1#: 물론이지. 엄마한테도 보자고 할게. 배우들에 대해 얘기해 줄 수 있을 거야. 그럼 토요일 6시에 만나자.",Mary가 주말에 본 오래된 영화에 대해 이야기하고 Jeff에게 파티를 열어 함께 보자고 초대합니다.,파티 초대
train_1347_aug,"#Person1#: 안녕하세요,?#Person2#: 네, 오늘 신문에서 광고를 봤는데요. 비서를 구한다고 해서요. 일에 대해 알려주실 수 있나요?#Person1#: 네. 아주 바쁜 에이전시를 운영하고 있어요. 비서는 전화 받기와 문서 작업을 거예요. 시끄러운 환경에서 일해야 하는데, 괜찮으신가요?#Person2#: 네, 조직에서 일해본 경험이 있어요.#Person1#: 타자는 얼마나 빠르게?#Person2#: 분당 60단어.#Person1#: 좋네요. 언제든지 와서 지원서를 가져가세요. 만약 채용되시면 첫 3개월은 임시직으로.#Person2#: 알겠습니다. 뵙기를 기대하겠습니다.",#Person2#가 #Person1#의 에이전시에서 비서 직무에 대한 광고를 보고 상담합니다. #Person1#은 업무 및 근무 환경에 대해 설명하고 #Person2#의 업무 능력에 대해 묻습니다.,비서 구직 상담
train_1348_aug,"#Person1#: 교환원입니다. 무엇을 도와드릴까요?#Person2#: , 제가 수신자 부담 전화를 걸고 싶습니다.#Person1#: 상대방의 이름과 알려주시겠어요?#Person2#: Terry이고, 그의#PhoneNumber#.#Person1#: 잠시만 기다려 주세요. 연결하는 데 초 걸릴 겁니다.",해외 교환원이 #Person2#의 수신자 부담 전화 연결을 지원한다.,수신자 부담 전화 연결
train_1349_aug,"#Person1#: 좋아요. 이 프로젝트에 모두가 참여했으면 해요. 언제부터 시작할 수?#Person2#: 음, 내일 8시에 전략 회의로 시작할 수 있을 것 같아요.#Person1#: 알겠어요. 저에게는 좀 안 맞지만, 여러분 먼저 시작하고 저는 8시쯤에 갈게요.#Person2#: 저에게는 괜찮아요. 이 작업에 얼마나 시간을 쓸 수?","#Person1#은 프로젝트에 모두가 참여하기를 원하며, #Person2#는 내일 8시에 전략 회의를 시작하자고 제안합니다. #Person1#은 시간이 맞지 않아 8시쯤에 참여할 것입니다.",프로젝트 시작 회의
train_1350_aug,"#Person1#: 오늘 무슨 도와드릴까요?#Person2#: 세탁기가 작동을 안 해요.#Person1#: 어떤 있나요?#Person2#: 물이 안 돼요.#Person1#: 다른 없나요?#Person2#: 네, 다예요.#Person1#: 원하시면 내려가서 고쳐드릴게요.#Person2#: 언제 수 있나요?#Person1#: 오후 2시 30분은 어떠세요?#Person2#: 좋네요.#Person1#: 그럼 그때?#Person2#: 그때.",#Person2#의 세탁기가 작동하지 않습니다. #Person1#이 오후에 수리하러 갈 예정입니다.,세탁기 고장
train_1351_aug,"#Person1#: 안녕하세요, 도와드릴까요?#Person2#: 영국에 있는 제 회사에서 돈을 좀 송금 받아야 해요. 일이라서요.#Person1#: 문제없습니다. 바로 수 있습니다.#Person2#: 그러면 정말 좋겠네요. 그런데 제가 여기 계좌가 없는데, 이게 될까요?#Person1#: 일이 조금 느려질 수는 있지만 큰 문제는 아닙니다. T / T로 진행할 수 있어요.#Person2#: T / T요? 그게 뭔가요? 처음 들어보는데, T / T가 뭔지 설명해 주실 있나요?#Person1#: T / T는 ' 전신 송금 ' 뜻이에요. 이 방법을 쓰면 전 어디서든 빠르고 안전하게 송금할 수 있습니다.","#Person2#는 영국에서 급하게 돈을 송금 받아야 합니다. #Person2#는 계좌가 없어 걱정했지만, #Person1#는 속도와 안전성이 좋은 전신 송금(T/T) 방식을 제안합니다.",해외 송금
train_1352_aug,"#Person1#: 저기요, 너무 많이 시켰네요. 남은 음식 싸갈 수 있을까요?#Person2#: , 물론이죠.#Person1#: 추가 비용이 드나요?#Person2#: , 전혀 그렇지 않습니다. 무료예요.#Person1#: 그럼, 이거랑 저거 좀 주시겠어요?#Person2#: 네, 물론입니다. 기다려 주세요.#Person1#: . 하나만 더 부탁드릴게요.#Person2#: , 뭐죠?#Person1#: 중국차 좀 주실 수 있나요?#Person2#: 네, 금방.",#Person1#은 음식을 너무 많이 주문해서 남은 음식을 #Person2#의 도움으로 무료로 포장해 갑니다.,식당에서 남은 음식 포장하기
train_1353_aug,"#Person1#: 링컨 은행에 오신 환영합니다. 처음 오셨나요?#Person2#: 네, 한 달 전에 계좌를 개설했는데 오늘은 대출에 알아보러 왔어요.#Person1#: 아, 그렇군요. 저희와의 거래 기록이 짧으셔서, 대출을 약속하기 이전 은행에서 신용 등급을 확인해야 해요.#Person2#: 네, 괜찮습니다. 신용은 좋습니다. 이전 은행에서 오랫동안 거래했거든요.#Person1#: 왜 저희 은행으로 계좌를 옮기셨는지 될까요?#Person2#: 하하! 솔직히 말하면, 서비스가 제가 다니던 구 은행보다 좋아보였어요. 그리고 제 친구들도 많이 거래하고 있는데, 다들 굉장히 만족하더라고요.#Person1#: 새 고객을 언제나 환영합니다. 이전 은행의 세부 정보와 주시면 시작할 수 있습니다.#Person2#: 여기 있습니다. 한번 살펴보시고 돌아올게요. 제가 제공하는 자료를 잘 읽어보고 올바른 선택을 하고 싶습니다.","#Person2#는 #Person1#에게 대출에 대해 문의합니다. #Person2#가 링컨 은행과의 거래 기록이 짧기 때문에, #Person1#은 #Person2#의 신용 등급을 확인하고자 하며, #Person2#는 이전 은행의 세부 정보를 제공합니다.",대출 문의
